,User-ID,Location,Age,profession,ville
16018,16019,"lyon, rhône-alpes, france",34.0,commerce,lyon
16067,16068,"mougins, alpes maritimes, france",34.0,commerce,mougins
16105,16106,"paris, paris, france",44.0,commerce,paris
16113,16114,"fort frances, ontario, canada",30.0,commerce,fort frances
16115,16116,"toulouse, n/a, france",44.0,commerce,toulouse
16154,16155,"belfort, franche-comté, france",47.0,commerce,belfort
16241,16242,"paris, ile-de-france, france",34.0,commerce,paris
16245,16246,"thorigné-fouillard, bretagne, france",32.0,commerce,thorigné-fouillard
16262,16263,"nîmes, gard, france",34.0,commerce,nîmes
16411,16412,"angers, maine et loire, france",37.0,commerce,angers
16460,16461,"paris, ile-de-france, france",35.0,commerce,paris
16487,16488,"st. hilaire de beauvoir, langue d`oc rousillon, france",36.0,commerce,st. hilaire de beauvoir
16503,16504,"jugon les lacs, bretagne, france",28.0,commerce,jugon les lacs
16509,16510,"paris, ile de france, france",28.0,commerce,paris
16531,16532,"paris, ile de france, france",44.0,commerce,paris
16537,16538,"paris, ile de france, france",34.0,commerce,paris
16550,16551,"bordeaux, aquitaine, france",34.0,commerce,bordeaux
16598,16599,"paris, ile de france,",33.0,commerce,paris
16630,16631,"courbevoie, ile de france, france",34.0,commerce,courbevoie
16633,16634,"la varenne, ile de france, france",42.0,commerce,la varenne
16636,16637,"paris, france, france",34.0,commerce,paris
16660,16661,"chambery, n/a, france",34.0,commerce,chambery
16665,16666,"lodeve, herault, france",34.0,commerce,lodeve
16717,16718,"paris, paris, france",29.0,commerce,paris
16753,16754,"paris, ile de france, france",34.0,commerce,paris
16754,16755,"rouen, normandie, france",58.0,commerce,rouen
16794,16795,"douarnenez, bretagne, france",47.0,commerce,douarnenez
16798,16799,"paris, n/a, france",21.0,commerce,paris
16817,16818,"vigneux sur seine, essonne, france",34.0,commerce,vigneux sur seine
16834,16835,"marseille, paca, france",28.0,commerce,marseille
16839,16840,"evry, essone, france",30.0,commerce,evry
16876,16877,"bois-colombes, n/a, france",37.0,commerce,bois-colombes
16915,16916,"rennes, bretagne, france",53.0,commerce,rennes
16918,16919,"paris, n/a, france",23.0,commerce,paris
16942,16943,"caen, n/a, france",34.0,commerce,caen
16998,16999,"paris, n/a, france",48.0,commerce,paris
17002,17003,"halluin, nord, france",34.0,commerce,halluin
17005,17006,"guer, bretagne, france",34.0,commerce,guer
17064,17065,"bordeaux, aquitaine, france",42.0,commerce,bordeaux
17158,17159,"evry, essonne, ile de france, france",44.0,commerce,evry
17180,17181,"cergy, ile-de-france, france",36.0,commerce,cergy
17182,17183,"villeneuve-st-georges, n/a, france",23.0,commerce,villeneuve-st-georges
17199,17200,"lyon, rhone alpes, france",37.0,commerce,lyon
17228,17229,"palaiseau, ile de france, france",29.0,commerce,palaiseau
17327,17328,"paris, n/a, france",34.0,commerce,paris
17336,17337,"paris, n/a, france",34.0,commerce,paris
17352,17353,"belfort, territoire de belfort, france",34.0,commerce,belfort
17356,17357,"paris, ile-de-france, france",25.0,commerce,paris
17452,17453,"paris, île de france, france",34.0,commerce,paris
17460,17461,"paris, paris, france",37.0,commerce,paris
17530,17531,"merville, nord pas de calais, france",34.0,commerce,merville
17546,17547,"vaucresson, ile de france, france",34.0,commerce,vaucresson
17587,17588,"strasbourg, alsace, france",34.0,commerce,strasbourg
17605,17606,"paris, pennsylvania, france",42.0,commerce,paris
17633,17634,"paris, a, france",28.0,commerce,paris
17666,17667,"caen, normandie, france",33.0,commerce,caen
17720,17721,"strasbourg, alsace, france",28.0,commerce,strasbourg
17760,17761,"antony, paris, france",34.0,commerce,antony
17858,17859,"hettange grande, moselle, france",43.0,commerce,hettange grande
17868,17869,"hettange, moselle, france",34.0,commerce,hettange
17893,17894,"paris, paris, france",47.0,commerce,paris
17905,17906,"paris, paris, france",61.0,commerce,paris
17919,17920,"pau, aquitaine, france",34.0,commerce,pau
17943,17944,"paris, paris, france",34.0,commerce,paris
17949,17950,"paris, ile de france, france",32.0,commerce,paris
17969,17970,"meze, hérault, france",40.0,commerce,meze
17975,17976,"paris, ile de france, france",34.0,commerce,paris
18011,18012,"lille, n/a, france",24.0,commerce,lille
18066,18067,"paris, paris, france",33.0,commerce,paris
18081,18082,"paris, , france",38.0,commerce,paris
18120,18121,"lyon, n/a, france",34.0,commerce,lyon
18166,18167,"lyon, rheinland-pfalz, france",34.0,commerce,lyon
18171,18172,"troyes, aube, france",36.0,commerce,troyes
18175,18176,"divonne, ain, france",34.0,commerce,divonne
18202,18203,"lyon, rhône alpes, france",34.0,commerce,lyon
18253,18254,"evreux, haute-normandie, france",34.0,commerce,evreux
18310,18311,"rennes, n/a, france",34.0,commerce,rennes
18316,18317,"strasbourg, alsace, france",34.0,commerce,strasbourg
18400,18401,"sausheim, alsace, france",34.0,commerce,sausheim
18432,18433,"strasbourg, , france",52.0,commerce,strasbourg
18438,18439,"lyon, france, france",38.0,commerce,lyon
18453,18454,"romans sur isère, rhone alpes, france",34.0,commerce,romans sur isère
18526,18527,"strasbourg, alsace, france",45.0,commerce,strasbourg
18582,18583,"chatou, utah, france",48.0,commerce,chatou
18628,18629,"paris, ile de france, france",41.0,commerce,paris
18654,18655,"paris, paris, france",34.0,commerce,paris
18659,18660,"toulouse, haute-garonne, france",35.0,commerce,toulouse
18721,18722,"paris, n/a, france",41.0,commerce,paris
18732,18733,"issy les moulineaux, n/a, france",34.0,commerce,issy les moulineaux
18912,18913,"obernai, alsace, france",33.0,commerce,obernai
19010,19011,"paris, ile de france, france",34.0,commerce,paris
19084,19085,"lyon, rhône-alpes, france",60.0,commerce,lyon
19106,19107,"montbéliard, doubs, france",45.0,commerce,montbéliard
19126,19127,"strasbourg, alsace, france",34.0,commerce,strasbourg
19131,19132,"nantes, n/a, france",17.0,commerce,nantes
19152,19153,"marseille, provence, france",34.0,commerce,marseille
19205,19206,"pau, aquitaine, france",38.0,commerce,pau
19335,19336,"paris, n/a, france",34.0,commerce,paris
19377,19378,"montpellier, n/a, france",45.0,commerce,montpellier
19432,19433,"lille, nord-pas de calais, france",48.0,commerce,lille
19492,19493,"bordeaux, aquitaine, france",34.0,commerce,bordeaux
19528,19529,"marseille, marseille - aix, france",44.0,commerce,marseille
19546,19547,"paris, n/a, france",34.0,commerce,paris
19570,19571,"paris, ile de france, france",34.0,commerce,paris
19572,19573,"lille, nord, france",69.0,commerce,lille
19658,19659,"clermont-ferrand, puy-de-dôme, france",34.0,commerce,clermont-ferrand
19663,19664,"lille, nord, france",19.0,commerce,lille
19680,19681,"charnecles, rhone alpes, france",44.0,commerce,charnecles
19710,19711,"marseille, provence alpes côte d`azur, france",34.0,commerce,marseille
19724,19725,"montpellier, languedoc-roussillon, france",34.0,commerce,montpellier
19841,19842,"paris, n/a, france",34.0,commerce,paris
19904,19905,"paris, ile de france, france",16.0,commerce,paris
19934,19935,"castelnaudary, languedoc-roussillon, france",58.0,commerce,castelnaudary
20004,20005,"bougival, ile de france, france",22.0,commerce,bougival
20014,20015,"paris, n/a, france",26.0,commerce,paris
20021,20022,"lille, north, france",34.0,commerce,lille
20033,20034,"colmar, \n/a\"", france""",33.0,commerce,colmar
20059,20060,"paris, paris, france",48.0,commerce,paris
20105,20106,"sète, languedoc, france",31.0,commerce,sète
20114,20115,"paris, n/a, france",32.0,commerce,paris
20118,20119,"versailles, yvelines, france",51.0,commerce,versailles
20119,20120,"villejuif, ile de france, france",51.0,commerce,villejuif
20146,20147,"mérignac, n/a, france",34.0,commerce,mérignac
20149,20150,"retiers, bretagne, france",34.0,commerce,retiers
20171,20172,"nantes, pays de loire, france",27.0,commerce,nantes
20179,20180,"metz, lorraine, france",36.0,commerce,metz
20200,20201,"toulouse, n/a, france",31.0,commerce,toulouse
20234,20235,"amiens, picardie, france",34.0,commerce,amiens
20244,20245,"caen, normandie, france",34.0,commerce,caen
20293,20294,"malakoff, n/a, france",34.0,commerce,malakoff
20335,20336,"paris, , france",32.0,commerce,paris
20349,20350,"paris, ile de france, france",29.0,commerce,paris
20400,20401,"clichy, france, france",25.0,commerce,clichy
20444,20445,"paris, paris, france",40.0,commerce,paris
20455,20456,"paris, n/a, france",29.0,commerce,paris
20461,20462,"paris, ile de france, france",34.0,commerce,paris
20560,20561,"paris, ile de france, france",40.0,commerce,paris
20582,20583,"chamonix, haute savoie, france",34.0,commerce,chamonix
20604,20605,"paris, europe, france",34.0,commerce,paris
20679,20680,"lyon, rhône-alpes, france",41.0,commerce,lyon
20702,20703,"strasbourg, alsace, france",34.0,commerce,strasbourg
20760,20761,"vernaison, rhone alpes, france",34.0,commerce,vernaison
20767,20768,"poitiers, poitou_charentes, france",34.0,commerce,poitiers
20800,20801,"mulhouse, alsace, france",29.0,commerce,mulhouse
20803,20804,"toulouse, n/a, france",56.0,commerce,toulouse
20861,20862,"vaubuzin, frolois, cote d`or, burgundy, france",34.0,commerce,vaubuzin
20915,20916,"filstroff, n, france",34.0,commerce,filstroff
20970,20971,"noisy le grand, ile de france, france",20.0,commerce,noisy le grand
20981,20982,"paris, ile de france, france",27.0,commerce,paris
21010,21011,"paris, n/a, france",44.0,commerce,paris
21013,21014,"paris, paris, france",34.0,commerce,paris
21025,21026,"bordeaux, gironde, france",34.0,commerce,bordeaux
21030,21031,"lyon, france, france",36.0,commerce,lyon
21038,21039,"paris, n/a, france",34.0,commerce,paris
21060,21061,"poitiers, centre, france",34.0,commerce,poitiers
21075,21076,"orleans, centre, france",34.0,commerce,orleans
21078,21079,"lyon, rhone-alpes, france",41.0,commerce,lyon
21101,21102,"clb, n/a, france",44.0,commerce,clb
21127,21128,"le cannet, n/a, la france",34.0,commerce,le cannet
21140,21141,"paris, n/a, france",18.0,commerce,paris
21212,21213,"luberon, provence, france",34.0,commerce,luberon
21228,21229,"conflans ste honorine, n/a, france",34.0,commerce,conflans ste honorine
21245,21246,"lille, nord, france",31.0,commerce,lille
21251,21252,"marseille, n/a, france",28.0,commerce,marseille
21256,21257,"paris, paris, france",34.0,commerce,paris
21263,21264,"paris, paris, france",31.0,commerce,paris
21344,21345,"fort frances, ontario, canada",34.0,commerce,fort frances
21363,21364,"rennes, ille et vilaine, france",32.0,commerce,rennes
21401,21402,"toulon, cotes d`azur, france",30.0,commerce,toulon
21403,21404,"paris, paris, france",34.0,commerce,paris
21405,21406,"paris, ile de france, france",34.0,commerce,paris
21406,21407,"paris, ile de france, france",34.0,commerce,paris
21419,21420,"anglet, aquitaine, france",34.0,commerce,anglet
21449,21450,"paris, n/a, france",51.0,commerce,paris
21483,21484,"flize, west virginia, france",21.0,commerce,flize
21493,21494,"paris, ile-de-france, france",30.0,commerce,paris
21567,21568,"paris, ile de france, france",59.0,commerce,paris
21575,21576,"lille, nord, france",31.0,commerce,lille
21588,21589,"paris, florida, france",34.0,commerce,paris
21617,21618,"paris, ile de france, france",24.0,commerce,paris
21626,21627,"crots, france, france",34.0,commerce,crots
21658,21659,"paris, ile de france, france",31.0,commerce,paris
21659,21660,"paris, n/a, france",52.0,commerce,paris
21682,21683,"paris, paris, france",40.0,commerce,paris
21725,21726,"paris, ile de france, france",34.0,commerce,paris
21764,21765,"france, ile de france, france",34.0,commerce,france
21772,21773,"paris, ile de france, france",34.0,commerce,paris
21776,21777,"paris, ile de france, france",55.0,commerce,paris
21787,21788,"angers, alabama, france",56.0,commerce,angers
21788,21789,"lyon, rhône-alpes, france",37.0,commerce,lyon
21839,21840,"nantes, pays de la loire, france",25.0,commerce,nantes
21851,21852,"fort frances, ontario, canada",34.0,commerce,fort frances
21869,21870,"dijon, bourgogne, france",34.0,commerce,dijon
21874,21875,"sarreguemines, lorraine, france",43.0,commerce,sarreguemines
21875,21876,"antony, antony, france",26.0,commerce,antony
21887,21888,"nantes, france, france",26.0,commerce,nantes
21893,21894,"saumur, maine et loire, france",24.0,commerce,saumur
21894,21895,"nancy, france, france",16.0,commerce,nancy
21902,21903,"marseille, provence, france",34.0,commerce,marseille
21981,21982,"paris, n/a, france",34.0,commerce,paris
22011,22012,"st felix de pallieres, gard, france",34.0,commerce,st felix de pallieres
22044,22045,"paris, n/a, france",34.0,commerce,paris
22073,22074,"halluin lille, nord, france",34.0,commerce,halluin lille
22163,22164,"limours, ile-de-france, france",34.0,commerce,limours
22166,22167,"mulhouse, baden-wuerttemberg, france",32.0,commerce,mulhouse
22220,22221,"paris, ile de france, france",30.0,commerce,paris
22227,22228,"bordeaux, n/a, france",30.0,commerce,bordeaux
22251,22252,"le mesnil le roi, yukon territory, france",38.0,commerce,le mesnil le roi
22337,22338,"paris, paris, france",33.0,commerce,paris
22364,22365,"levallois, n/a, france",51.0,commerce,levallois
22390,22391,"boulogne billancourt, hauts de seine, france",34.0,commerce,boulogne billancourt
22402,22403,"rouen, n/a, france",42.0,commerce,rouen
22463,22464,"dijon, bourgogne, france",34.0,commerce,dijon
22472,22473,"belfort, franche comté, france",34.0,commerce,belfort
22520,22521,"paris, paris, france",18.0,commerce,paris
22531,22532,"strasbourg, n/a, france",36.0,commerce,strasbourg
22604,22605,"marseille, provence, france",34.0,commerce,marseille
22613,22614,"paris, friuli venezia giulia, france",34.0,commerce,paris
22624,22625,"lyon, rhone-alpes, france",54.0,commerce,lyon
22649,22650,"paris, n/a, france",44.0,commerce,paris
22687,22688,"rennes, bretagne, france",34.0,commerce,rennes
22779,22780,"grenoble, rhone-alpes, france",34.0,commerce,grenoble
22812,22813,"lyon, rhone, france",34.0,commerce,lyon
22817,22818,"paris, n/a, france",28.0,commerce,paris
22887,22888,"treguier, bretagne, france",34.0,commerce,treguier
22911,22912,"limoges, limousin, france",37.0,commerce,limoges
22935,22936,"paris, ile de france, france",23.0,commerce,paris
22960,22961,"paris, ile de france, france",34.0,commerce,paris
23020,23021,"cauvigny, 16 rue de bonvillers, france",17.0,commerce,cauvigny
23031,23032,"creteil, ile de france, france",54.0,commerce,creteil
23127,23128,"montreuil sous bois, seine saint denis, france",40.0,commerce,montreuil sous bois
23180,23181,"vanves, \n/a\"", france""",40.0,commerce,vanves
23181,23182,"massy, ile de france, france",21.0,commerce,massy
23279,23280,"paris, ile de france, france",34.0,commerce,paris
23295,23296,"chambéry, , france",71.0,commerce,chambéry
23340,23341,"toulouse, haute-garonne, france",46.0,commerce,toulouse
23352,23353,"lyon, lyon, france",31.0,commerce,lyon
23407,23408,"toulouse, france,",34.0,commerce,toulouse
23490,23491,"lyon, rhone-alpes, france",33.0,commerce,lyon
23510,23511,"paris, île de france, france",56.0,commerce,paris
23555,23556,"vanves, ile de france, france",34.0,commerce,vanves
23570,23571,"palaiseau, paris, france",41.0,commerce,palaiseau
23582,23583,"paris, val de marne, france",34.0,commerce,paris
23618,23619,"valencia, \n/a\"", france""",34.0,commerce,valencia
23663,23664,"plessis trevise, ile de france, france",34.0,commerce,plessis trevise
23679,23680,"toulon, var, france",34.0,commerce,toulon
23698,23699,"le mans, pays de la loire, france",25.0,commerce,le mans
23702,23703,"paris, paris, france",27.0,commerce,paris
23711,23712,"paris, n/a, france",34.0,commerce,paris
23767,23768,"rennes, n/a, france",45.0,commerce,rennes
23847,23848,"le vesinet, ile-de-france, france",31.0,commerce,le vesinet
23870,23871,"paris, epinay, france",34.0,commerce,paris
23871,23872,"lyon, rhône, france",22.0,commerce,lyon
23880,23881,"paris, alabama, france",34.0,commerce,paris
23895,23896,"nice, n/a, france",75.0,commerce,nice
