,brand,category,name,ingredients,details,image_url
8520,Urban Decay,Concealer,Stay Naked Correcting Concealer Mini,Water- Cyclopentasiloxane- Butylene Glycol- Silica- Cyclohexasiloxane- Glycerin- Isononyl Isononanoate- Peg/Ppg-18/18 Dimethicone- Dimethicone- Camellia Sinensis Leaf Extract- Sodium Chloride- Cetyl Peg/Ppg-10/1 Dimethicone- Disteardimonium Hectorite- Isopropyl Titanium Triisostearate- Phenoxyethanol- Trimethylsiloxysilicate- Caprylyl Glycol- Propylene Carbonate- Tocopheryl Acetate- Triethoxycaprylylsilane- Tetrahexyldecyl Ascorbate- Alumina- Carbomer- Sodium Lactate- Litchi Chinensis Pericarp Extract- Polysorbate 20- Biosaccharide Gum-1- Sodium Hyaluronate- Disodium Edta- Sodium Benzoate- Tocopherol- Palmitoyl Tripeptide-1- Palmitoyl Tetrapeptide-7- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain (+/-):Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Bismuth Oxychloride (Ci 77163).,What it is:  An ultra-pigmented- lightweight concealer that covers hyperpigmentation and imperfections with a real-skin- matte finish- and lasts up to 24 hours.Coverage: FullFinish: MatteFormulation: Liquid Skin Type: Normal- Dry- Combination- and Oily Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: With 25 vegan shades- this concealer features nine shade intensities- three master-tones- five undertones- and enough coverage to last all day. Use this flexible- second-skin concealer for just about anything- from covering an imperfection to highlighting a cheekbone. The patented- wave-tip applicator makes it easy to get the right level of coverage. Use the flat side for precise- light application or lean into the curve for a heavier dose of product.,https://www.sephora.com/productimages/sku/s2311264-main-zoom.jpg?imwidth=930
8522,Urban Decay,Mirrors & Sharpeners,Grind House,unknown,"What it is: The ultimate accouterment to your 24/7 pencil collection- this premium-quality dual sharpener will keep all your UD pencils sharp.What it does: The Urban Decay sharpener you know and love has a new look—including a tight-fitting lid for less mess. Designed for use with the entire 24/7 lineup- this multitasker includes two sharpeners: a slim one for 24/7 Glide-On Eye and Lip Pencils and a large one for 24/7 Concealer Pencils. Each blade is made of durable steel infused with one percent carbon to prevent rust.What else you need to know: This sharpener includes a plastic pick for scraping and dislodging shavings to keep the blades free of gunk. This sharpener also works with most other brands' big and small pencils (if you must).
",https://www.sephora.com/productimages/sku/s1470988-main-zoom.jpg?imwidth=930
8523,Urban Decay,Eyeliner,24/7 Glide-On Eye Pencil - Naked Cherry Collection,Cyclopentasiloxane- Isododecane- Polybutene- Synthetic Wax- Simmondsia Chinensis Seed Oil/Jojoba Seed Oil- Hydrogenated Cottonseed Oil- Calcium Sodium Borosilicate- Ceresin- Ozokerite- Polyethylene Terephthalate- Cera Microcristallina/Microcrystalline Wax- Silica- Calcium Aluminum Borosilicate- Phenoxyethanol- Tocopherol- Ascorbyl Palmitate- Tin Oxide- Polyurethane-11- Alumina- Synthetic Fluorphlogopite. May Contain (+/-): Mica- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Titanium Dioxide (Ci 77891)- Ultramarines (Ci 77007)- Carmine (Ci 75470)- Ferric Ferrocyanide (Ci 77510)- Copper Powder (Ci 77400)- Bronze Powder (Ci 77400)- Blue 1 Lake (Ci 42090)- Aluminum Powder (Ci 77000)- Yellow 5 Lake (Ci 19140)- Manganese Violet (Ci 77742)- Chromium Oxide Greens (Ci 77288)- Ferric Ammonium Ferrocyanide (Ci 77510).,What it is: An award-winning eye pencil in two new shades that pair perfectly with your Naked Cherry eye looks. What it does: Intensify your Cherry eye look with two all-new eyeliner shades in Urban Decay’s award-winning- waterproof formula. Love Drug is a deep- metallic wine shade- and Black Market is a rich- black with a satin finish (each shade sold separately). Both look amazing as winged liner or on your tightline.What it is formulated WITHOUT:- Parabens- Sulfates- PhthalatesWhat else you need to know: This formula is cruelty-free.,https://www.sephora.com/productimages/sku/s2131670-main-zoom.jpg?imwidth=930
8524,Urban Decay,Lip Liner,Ultimate Ozone Multipurpose Primer Pencil," -Jojoba Oil: Nourishes the skin and ensures a smooth application.

Isododecane- Paraffin- Polybutene- Cyclopentasiloxane- Cyclohexasiloxane- Hydrogenated Castor Oil- Simmondsia Chinensis (Jojoba) Seed Oil- Ozokerite- Ceresin- Hydroxystearic Acid- Stearic Acid- Tocopherol- Carthamus Tinctorius (Safflower/Carthame) Seed Oil- Caprylic/Capric Triglyceride- Palmitic Acid- Ascorbyl Palmitate- Chamomilla Recutita (Matricaria) Flower Extract- Aloe Barbadensis Leaf Extract.","What it is:A clear- creamy- and long-lasting primer pencil with a thick barrel.
What it does:This all-in-one Primer Pencil features a thick-barreled design. It works to hide blemishes- prevent lip color feathering- correct mistakes- and even fill in fine lines in just one swipe. Inspired by the bestselling slim-barreled Ozone 24/7 Glide-On Lip Pencil- Ultimate Ozone is an indispensable primer in pencil form. Its thick shape makes it easy to apply- and this creamy- long-lasting formula glides on clear to prevent your most embarrassing beauty nightmares. Enriched with jojoba oil- it nourishes the skin- ensuring a smooth application- and the moisturizing formula never feels dry or cakey.
What it is formulated WITHOUT:- Parabens",https://www.sephora.com/productimages/sku/s1704550-main-zoom.jpg?imwidth=930
8527,Urban Decay,Makeup,Quick Fix Hydracharged Complexion Prep Priming Spray Mini,Water- Hamamelis Witch Hazel Water- Niacinamide- Propanediol- Coconut Water- Glycereth-5 Lactate- PEG-35 Castor Oil- Phenoxyethanol- Caffeine- Dimethicone PEG-7 Phosphate- Caprylic/Capric Triglyceride- Glycolic Acid- Bisabolol- Fragrance- Carnitine- Ethylhexylglycerin- Zinc Gluconate- Magnesium Aspartate- Radish Root- Ferment Filtrate- Benzyl Benzoate- Coumarin- Copper Gluconate- Benzyl Alcohol.,"What it is:
 A hydrating- soothing priming spray that visibly reduces the appearance of pores- brightens and smooths skin- and hydrates.

What it does:
 Reduce the look of a late night out with this priming spray. Once you cleanse your post-party complexion- balance and reinvigorate your skin with Urban Decay’s Quick Fix Hydra-Charged Complexion Prep Priming Spray. The soothing- prep-priming spray is light enough to use throughout the day—without messing up your makeup- and it also hydrates and softens skin. Use it in the morning to prep and reawaken your skin before applying makeup. Use it at night before your treatment- or anytime you need a quick boost. 


Created in an exclusive partnership with Skindinavia and inspired by the Korean water trend- this spray is even more hydrating than B6 Prep Spray. This energizing formula is versatile enough for every skin type- and it’s loaded with skin-nourishing ingredients like vitamin B3- Sepitonic™ M3- and coconut water. Treat your skin to intense moisture as you prep- prime- and balance your complexion.

What else you need to know:
 Quick Fix comes in a sleek- soft-touch neon green bottle with a frosted white cap. Like other Urban Decay sprays- the sprayer emits a calibrated- micro-fine mist that goes on so light- you’ll hardly feel it—and it and smells like a summer day on the beach.

Research results:
 In a clinical study on 30 people- immediately after use:
- 100% of participants had a reduction in pore visibility
- 100% had a visible improvement in skin radiance
- 83% had a visible improvement in skin hydration",https://www.ace.co.uk/images/imgzoom/77/77167401_xxl_a1.jpg
8623,Viktor&Rolf,no category,Flowerbomb Mini,"Alcohol-
Parfum / Fragrance-
Aqua / Water-
Benzyl Salicylate-
Linalool-
Butyl Methoxydibenzoylmethane-
Ethylhexyl Methoxycinnamate-
Limonene-
Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate-
Coumarin-
Benzyl Alcohol-
Benzyl Benzoate-
Citral-
Ci 19140 / Yellow 5-
Ci 60730 / Ext. Violet 2-
Ci 17200 / Red 33.","Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: Jasmine- Orange Blossom- PatchouliAbout: An explosion of flowers- Flowerbomb opens with subtle traces of bergamot and mandarin- leading to a heart of an exquisite floral explosion- comprised of sambac jasmine- freesia- centifolia rose- and osmanthus. Deep amber- woody- and patchouli notes combine with warm vanilla and praline notes to complete a truly addictive fragrance. Wear it for a night out on the town with the girls- a romantic dinner- a spontaneous adventure with no definite destination. Flowerbomb ensures you’ll leave a trail of allure wherever you go.  For Flowerbomb- Viktor & Rolf dreamed up a theatrical bottle- elegantly faceted like a pink diamond. The hardness of diamond and the strength of the fragrance within to turn any negative into a positive—combined with the femininity of pink—was their inspiration. What else you need to know: ""Fashion is a dream…Fragrance is a dream in a bottle""—Viktor & RolfFlowerbomb is an Allure Best of Beauty award winner.",https://www.sephora.com/productimages/sku/s1233121-main-zoom.jpg?imwidth=930
8636,Viktor&Rolf,Body Lotions & Body Oils,Flowerbomb Bath and Body Collection,unknown,This floral explosion releases a profusion of flowers that has the power to make everything seem more positive. Magically evocative notes immediately awaken your deepest senses- giving you the impression of living life in your own secret garden- away from reality. Sambac Jasmine- Centifolia Rose- Cattleya Orchid- and Ballerina Freesia bloom on a base of Patchouli.This set contains:- 1.7 oz/ 50 mL Eau de Parfum - 1.7 oz /50 mL Perfumed Shower Gel - 1.36 oz/ 40 mL Voluptuous Body CreamNotes:Sambac Jasmine- Centifolia Rose- Cattleya Orchid- Ballerina Freesia- Patchouli.Style:Oriental. Gourmand. Floral.,https://www.sephora.com/productimages/sku/s1233162-main-zoom.jpg?imwidth=930
8646,Viktor&Rolf,Lotions & Oils,Flowerbomb Body Cream,unknown,"This floral explosion releases a profusion of flowers that has the power to make everything seem more positive. Magically evocative notes immediately awaken your deepest senses- giving you the impression of living life in your own secret garden- away from reality. Sambac Jasmine- Centifolia Rose- Cattleya Orchid- and Ballerina Freesia bloom on a base of Patchouli.
Notes:
Sambac Jasmine- Centifolia Rose- Cattleya Orchid- Ballerina Freesia- Patchouli.
Style:
Oriental. Gourmand. Floral.",https://www.sephora.com/productimages/sku/s1248988-main-zoom.jpg?imwidth=930
8851,Youth To The People,Face Wash & Cleansers,Superfood Antioxidant Cleanser,"Water- Sodium Cocoyl Glutamate- Cocamidopropyl Betaine- Panthenol (Vitamin B5)-Tocopheryl Acetate (Vitamin E)- Ascorbic Acid (Vitamin C)- Butylene Glycol- Brassica Oleracea(Kale) Leaf Extract- Spinacia Oleracea (Spinach) Leaf Extract- Camellia Sinensis (Green Tea)Leaf Extract- Chamomilla Recutita (Matricaria) Flower Extract- Medicago Sativa (Alfalfa) Extract-Aloe Barbadensis (Aloe Vera) Leaf Extract- Natural Fragrance- Lecithin- HydroxypropylMethylcellulose- Phenoxyethanol- Potassium Sorbate- Sodium Benzoate- Chlorophyll.
Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats - Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles As defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).","What it is: A daily green juice cleanse for your face with cold-pressed antioxidants to remove makeup and prevent build-up in pores- while keeping skin’s pH balanced.
Skin Type: Normal- Dry- Combination- and Oily
Skincare Concerns: Oiliness- Fine Lines and Wrinkles- and Dullness and Uneven Texture
Formulation: Gel
Highlighted Ingredients:- Kale: A leafy veg that is a must-have for more than just your morning juice; rich in skin-loving phytonutrients and vitamins C- E- and K to strengthen and leave skin glowing. - Spinach: A lightweight skin soother with cooling properties and rich with conditioning essential fatty acids.- Green Tea: An anti-bacterial and anti-inflammatory ingredient that keeps skin clear.
 Ingredient Callouts: Free of sulfates and alcohol. This product is vegan and cruelty-free. It comes in recyclable packaging. 
What Else You Need to Know: This powerful yet gentle daily face wash is formulated with kale- spinach- and green tea for the ultimate cleanse. It's effective for double cleansing- too. Sulfate-free- alcohol-free- and cruelty-free- it’s non-drying and 100 percent vegan. Glass bottles ensure purity and maintain the vital plant-based nutrients of this non-toxic formula.This product is a 2018 Winner of GQ Magazine Best Stuff Award winner. 
Clean at SephoraClean at Sephora is formulated without a list of over 50 ingredients- including sulfates (SLS and SLES)- parabens- phthalates- and more. For the full list- check out the Ingredients tab.
",https://www.sephora.com/productimages/sku/s1863588-main-zoom.jpg?imwidth=930
8852,Youth To The People,Face Masks,Superberry Hydrate + Glow Dream Mask," Water- Glycerin- Helianthus Annuus (Sunflower) Seed Oil- Glyceryl Stearate- Cetyl Alcohol- Betaine- Isopropyl Myristate- Stearic Acid- Opuntia Tuna (Prickly Pear) Extract- Euterpe Oleracea (Acai) Fruit Extract- Lycium Barbarum (Goji) Extract- Aristotelia Chilensis (Maqui) Fruit Extract- Moringa Oleifera Leaf Extract- Tetrahexyldecyl Ascorbate (Vitamin C)- Phenoxyethanol- Glyceryl Stearyl Citrate-Tocopheryl Acetate (Vitamin E)- Glyceryl Laurate- Squalane Olive- Carbomer- Hyaluronic Acid- Allantoin- Panthenol (Vitamin B5)- Ethylhexylglycerin- Xanthan Gum- Natural Fragrance- Riboflavin (Vitamin B2).


Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats - Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles As defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).","What it is: An overnight mask that deeply hydrates- plumps- and brightens with powerful- antioxidant-rich super berries and THD ascorbate (vitamin C).
Skin Type: Best For Dry Skin
Skincare Concerns: Dryness- Dullness and Uneven Texture- and Loss of Firmness and Elasticity
Formulation: Rich Mask
Highlighted Ingredients:
- Maqui: The most antioxidant-dense fruit in the world to defend the skin against the look of oxidative stress.   
- Vitamin C (THD Ascorbate): Super-potent and non-irritating- it visibly firms and brightens the look and feel of skin.   
- Squalane: Mimics your skin’s natural oils to boost skin hydration without the risk of clogged pores.   
 Ingredient Callouts: This product is vegan- cruelty-free- and gluten-free with recyclable packaging.
What Else You Need to Know: Four vital hydrators—squalane- hyaluronic acid- glycerin- and betaine—plump and seal in moisture to repair dehydrated skin. Antioxidant-dense super berries and THD ascorbate- the latest clinically-proven form of stable vitamin C- target dullness and uneven skin tone for brighter- more radiant skin.  
This product is an Allure Best of Beauty award winner.
Clean at SephoraClean at Sephora is formulated without a list of over 50 ingredients- including sulfates (SLS and SLES)- parabens- phthalates- and more. For the full list- check out the Ingredients tab.
",https://www.sephora.com/productimages/sku/s2180941-main-zoom.jpg?imwidth=930
